cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
190.34,112.3,117.54,181.74,15.6,880.0,769.3,28.0,69.1258467601346
260.9,13.61,129.7,173.8,11.3,948.9,709.0,3.0,28.85967370087758
143.0,129.8,138.7,167.9,8.71,1052.3,842.6,56.0,76.32665213031584
153.0,151.2,195.0,160.0,10.8,814.1,719.7,3.0,35.97395929332408
145.0,184.0,163.83,171.0,10.7,1038.0,749.0,91.0,38.33724249786138
153.0,110.5,78.4,185.0,9.41,972.6,680.0,180.0,23.437018908066296
158.6,196.0,136.0,218.0,9.8,1088.1,666.0,100.0,43.96382302187062
323.7,133.0,89.0,164.77,4.63,965.4,709.7,100.0,50.919735347734864
192.0,17.2,182.0,168.08,11.7,1012.0,825.0,28.0,30.206976140990115
183.9,86.0,91.0,170.1,7.8,1007.3,827.0,28.0,34.93937103894713
194.68,206.5,118.6,170.17,10.7,932.0,852.1,120.0,39.12288750929161
136.4,111.0,164.0,177.6,2.0,1007.3,778.45,56.0,18.39513930392156
145.4,151.2,133.0,191.84,9.41,946.5,760.1,100.0,44.91708794409331
450.1,145.0,179.0,170.21,8.3,1013.2,735.6,14.0,45.16618305461616
158.6,106.3,86.5,181.0,13.13,904.4,789.3,28.0,52.797330738879076
132.0,99.0,146.0,200.6,3.93,1023.3,875.61,3.0,19.368012502502477
261.0,230.5,121.97,155.7,5.33,864.0,761.0,56.0,30.173684345394733
251.37,192.0,163.0,201.3,16.5,929.8,893.0,91.0,28.198860969689783
480.0,145.0,128.62,183.2,6.35,801.1,805.0,100.0,20.454651273649752
389.9,178.0,100.39,185.8,6.72,866.9,870.32,100.0,61.49011877050959
332.5,120.5,125.08,213.5,22.0,907.9,784.3,56.0,39.69518782481931
184.0,243.5,60.0,179.6,11.64,895.2,785.6,120.0,59.21125284281597
491.0,97.82,182.1,180.0,5.9,895.2,712.2,91.0,20.92449987384937
275.0,359.4,91.7,177.6,9.52,989.6,856.4,100.0,17.78462137900178
136.4,139.0,166.0,163.81,6.86,1056.0,800.0,180.0,68.5999552330284
299.8,236.8,150.0,170.6,22.0,958.2,660.0,91.0,55.2762255339218
213.76,102.0,138.7,127.3,5.7,867.0,757.0,365.0,19.81597537988412
133.1,236.8,109.0,166.61,5.0,951.0,760.1,365.0,86.37685837725594
342.0,110.5,94.0,198.7,4.567,1057.6,728.0,270.0,48.62477921018068
382.5,145.0,148.0,189.29,11.3,1075.0,770.1,28.0,54.24921920598856
265.0,148.9,94.0,159.35,6.5,864.5,695.9,360.0,40.3411185577793
143.0,144.0,174.9,158.11,4.14,877.2,746.8,270.0,46.80021755709536
150.0,196.0,106.7,228.0,7.9,987.76,822.0,360.0,32.1115155947317
146.5,243.5,113.0,187.6,6.13,932.0,744.5,100.0,51.84792665493303
194.68,214.0,121.89,186.4,12.35,1069.0,774.3,91.0,27.898370568932314
166.09,207.0,183.9,190.5,4.63,967.4,722.5,3.0,22.886858974663795
212.57,134.0,97.39,180.8,12.1,1012.4,676.0,365.0,26.421794220007243
252.5,26.0,173.53,228.0,9.52,924.1,784.3,1.0,16.96309450186925
145.4,359.4,95.0,176.46,12.6,1006.0,905.9,28.0,46.201752923852155
246.83,272.8,143.2,156.76,5.46,1028.4,689.3,14.0,44.712307683920045
252.1,200.9,95.69,194.9,14.3,892.0,736.6,360.0,74.40248299193708
231.75,98.06,115.6,154.61,18.6,985.8,762.2,90.0,11.554944701850207
525.0,0.0,87.0,177.6,17.9,869.0,774.0,360.0,36.028241765023104
273.0,148.9,184.0,193.0,3.4,946.5,675.0,180.0,26.63444256209399
210.7,97.1,142.7,199.0,17.9,904.4,905.9,7.0,39.56948763109322
366.0,161.6,124.78,156.76,11.6,1022.0,865.0,91.0,48.00813903407978
520.0,183.9,123.78,159.35,9.03,967.08,852.16,7.0,46.57159694085584
236.9,157.0,100.39,170.17,9.5,1075.7,822.2,365.0,39.128336078509285
212.07,147.2,123.0,162.0,5.0,1001.9,775.48,28.0,43.64130054107558
505.0,128.9,24.52,221.4,20.8,879.0,856.0,3.0,62.21748331576181
382.0,170.3,106.9,157.0,5.0,985.8,744.3,3.0,20.029704522327464
397.0,158.8,78.4,171.2,11.91,1023.0,710.0,91.0,52.44566075270713
144.0,156.0,159.9,221.4,16.5,825.1,802.0,270.0,52.07255414352112
167.35,164.2,89.3,160.0,8.8,929.8,785.52,28.0,29.15234622196705
366.0,181.9,165.7,180.8,9.41,1004.6,780.09,91.0,34.60606277216591
520.0,177.0,194.0,186.66,15.9,1014.3,899.76,28.0,64.94099830019931
276.4,200.9,24.51,199.0,18.8,1134.3,781.0,90.0,83.95064721549358
531.3,140.0,119.0,200.0,18.6,935.4,865.0,100.0,48.14609803846551
144.0,144.0,90.3,194.9,10.3,880.0,689.0,365.0,33.597861386822736
381.4,100.0,90.3,247.0,7.0,1134.3,728.9,56.0,66.10685956711266
288.4,117.6,111.9,157.0,10.0,888.0,613.2,14.0,22.006689498745615
350.0,187.0,136.6,192.94,9.6,965.0,781.2,7.0,36.73910410040949
500.1,20.0,87.0,170.21,10.35,1063.0,783.0,28.0,27.32156807356617
330.5,210.7,99.94,127.0,23.4,835.0,796.15,180.0,43.25299842411567
425.0,11.0,94.58,173.8,10.16,1006.0,790.4,180.0,66.48196317653426
231.75,17.5,121.97,172.4,8.5,1052.3,796.15,28.0,59.53861930633118
254.0,180.0,87.5,158.1,7.1,935.4,790.4,28.0,44.95675812868674
307.0,93.37,143.2,158.0,11.4,1090.0,859.2,56.0,24.04739558102122
212.07,151.2,139.0,210.0,11.91,846.8,850.6,91.0,18.081523514824887
102.0,260.0,142.8,187.6,2.2,985.8,777.8,100.0,29.721133976216237
252.0,160.5,78.4,194.9,10.91,1069.0,780.09,28.0,65.1559527533575
143.7,119.7,172.37,156.76,8.4,822.0,884.3,91.0,48.62145367315164
424.0,101.0,174.74,191.84,8.9,971.8,852.1,120.0,42.116888359440814
273.0,161.0,112.0,192.94,10.0,1083.4,880.4,28.0,24.820603023799592
339.0,207.0,59.0,228.0,6.47,848.0,794.91,270.0,47.03228270546118
379.5,272.8,79.0,175.1,6.47,979.0,736.6,180.0,62.59374562255104
342.0,175.0,94.0,154.61,8.92,811.0,868.0,3.0,48.69960475205424
297.0,24.0,93.9,180.2,10.7,825.0,613.0,14.0,36.2545716408735
170.3,17.5,115.6,151.4,5.85,1046.9,794.0,7.0,59.256618336144385
298.2,137.2,127.7,180.31,4.14,940.6,641.0,90.0,19.00240068319893
265.0,47.5,163.0,159.35,22.1,963.4,875.61,100.0,23.650801141097258
144.0,209.0,86.0,168.0,3.93,869.0,781.0,360.0,24.178945531631776
304.0,214.0,132.0,246.9,11.6,986.0,689.0,28.0,66.94360130811722
183.9,124.1,137.9,178.0,9.2,961.18,641.0,3.0,66.33132028622768
520.0,137.0,187.0,219.7,8.2,970.0,710.0,180.0,77.43269466664897
318.0,119.0,194.9,188.45,12.1,867.0,802.0,1.0,38.449962667833915
116.0,238.2,200.0,160.6,9.73,1004.6,992.6,7.0,48.089850056844085
192.0,45.21,173.53,185.0,11.83,967.0,859.2,1.0,17.621406768105114
261.0,133.7,158.0,170.1,12.7,1111.0,762.36,360.0,16.813801985337513
389.9,98.8,172.37,219.7,4.63,953.4,901.8,91.0,30.468874212886668
262.0,180.0,194.0,192.0,15.9,904.4,763.0,28.0,28.531461487890017
446.0,17.5,136.0,201.0,6.47,936.0,746.6,365.0,68.32897906905794
401.8,106.3,87.5,157.0,8.8,956.86,771.9,180.0,41.37658898400501
321.0,316.1,173.53,196.0,7.0,864.0,757.0,28.0,82.31045756817194
144.8,128.0,118.16,176.0,9.1,849.3,754.0,56.0,43.14063026314223
316.1,114.0,119.0,172.34,18.8,1091.4,736.6,7.0,23.01234884783566
151.0,177.0,76.0,160.6,6.7,879.0,713.0,90.0,23.63264028490805
158.6,145.0,136.6,155.63,9.6,923.2,856.0,14.0,15.294679504690054
350.0,164.0,122.0,172.34,9.2,878.0,884.3,28.0,56.28908922977173
336.5,111.0,143.2,166.7,20.8,838.0,730.4,28.0,37.354423289805034
323.7,137.2,126.0,195.5,3.0,1085.4,780.09,90.0,41.59419839002879
255.5,97.0,100.39,221.4,5.72,909.8,695.4,28.0,55.212199790673836
252.31,19.0,97.0,191.3,6.3,1113.0,753.45,91.0,52.992340835122775
380.0,203.5,129.7,165.62,11.61,951.0,623.0,270.0,39.94102800817561
156.0,163.0,121.89,160.7,16.1,1075.7,829.0,100.0,65.32742959748404
173.54,122.6,117.54,194.9,10.3,835.0,714.3,365.0,79.5331293840979
285.0,158.8,93.9,181.74,16.1,820.0,759.3,3.0,75.12556193786949
286.3,189.2,106.9,156.76,4.49,1050.0,762.0,360.0,37.210099471584364
255.0,288.0,124.25,121.75,8.8,919.0,885.0,28.0,30.437801148343688
152.0,163.9,89.0,203.0,18.3,1134.3,800.1,90.0,35.52082338329056
150.9,121.0,174.24,201.9,10.8,991.0,709.0,90.0,44.48867941841239
339.2,167.0,150.4,201.3,7.2,948.9,795.0,7.0,66.19068857869296
135.7,97.82,125.18,169.9,12.1,1074.0,744.5,100.0,49.967701155673396
427.5,45.21,100.0,159.21,8.6,1061.7,900.9,3.0,49.652545394735824
236.9,75.4,163.0,184.0,6.86,835.5,869.0,100.0,51.680894259294
160.2,139.9,139.0,175.8,11.33,1025.0,804.0,28.0,49.67004233271342
134.7,117.6,141.0,247.0,14.17,938.2,784.3,7.0,44.4673950018218
297.16,166.4,71.5,170.17,22.0,887.0,674.3,91.0,25.36550698902835
322.2,119.0,163.0,154.79,10.6,909.8,688.2,28.0,65.3092380818659
135.0,238.7,136.0,164.77,10.8,1031.0,780.3,28.0,25.811993405542786
145.4,157.0,97.0,177.6,22.0,1030.0,710.0,28.0,79.67772795233542
397.0,203.5,86.1,168.3,5.46,990.0,802.3,360.0,14.920395996688145
500.0,45.21,78.4,157.0,9.41,828.7,806.2,14.0,43.546130907512165
155.6,0.02,99.94,179.0,11.64,942.0,794.91,90.0,69.9915348015149
149.0,169.6,89.3,214.0,4.46,1043.6,780.65,7.0,35.89820080184413
151.6,128.9,132.0,164.0,8.5,1055.0,820.0,91.0,58.960277124457846
158.4,42.08,194.9,195.23,10.0,1059.4,806.9,3.0,39.29349566535032
516.0,164.0,78.3,181.71,11.4,1119.0,749.3,270.0,35.8141841969662
136.4,132.6,95.0,177.4,8.92,1145.0,659.9,1.0,49.04420816411372
525.0,110.5,106.2,198.7,11.33,975.6,779.32,91.0,34.42188647943006
427.5,260.0,71.0,191.3,11.61,1006.0,721.0,100.0,50.45646944582083
146.0,160.5,125.18,195.0,8.0,948.9,774.0,7.0,64.79980464590851
379.5,166.8,122.0,179.6,14.3,852.1,812.0,28.0,62.503559532887266
159.0,305.3,185.3,188.6,4.49,880.0,800.89,14.0,39.99426124234408
167.0,260.0,111.2,199.0,22.1,956.86,689.3,7.0,45.34956337275044
475.0,183.0,121.35,219.7,3.93,1086.8,721.0,7.0,80.56944832825153
147.0,0.0,107.0,197.89,7.4,1000.0,799.54,91.0,39.77363457532099
158.4,238.7,143.0,200.0,6.65,1007.2,809.0,28.0,44.92816126340926
314.0,166.0,89.3,174.8,7.48,1012.4,768.3,100.0,66.13290096530584
147.8,0.0,172.37,176.46,14.32,1023.0,865.0,28.0,37.926172574660846
116.0,250.0,95.0,160.7,7.84,867.0,800.1,91.0,50.356734201166084
210.7,153.0,174.74,220.1,23.4,1075.7,749.0,14.0,35.20562417535503
389.9,189.2,148.1,191.0,10.7,1003.5,757.63,56.0,54.431960544254515
321.0,237.5,92.0,165.0,5.9,1076.2,871.8,14.0,30.55319601682833
150.7,75.4,172.0,180.2,10.35,1047.4,655.3,56.0,82.18841542187424
307.0,230.5,174.74,203.5,6.3,923.2,695.0,365.0,31.520445686468804
331.0,230.0,163.0,156.76,15.9,879.0,789.3,100.0,47.08910956491407
281.0,17.6,125.8,182.9,8.8,1113.0,817.0,28.0,26.944127322572037
159.8,188.0,115.6,212.0,11.4,923.2,805.3,270.0,21.390544552822604
133.0,156.0,166.0,173.5,11.4,1002.0,779.7,28.0,13.509926342360306
531.3,54.64,78.4,144.7,7.0,925.3,652.0,90.0,51.91623226502933
337.9,170.3,118.31,202.5,6.0,864.5,761.5,270.0,19.116481117826865
321.0,238.7,174.9,189.29,11.2,923.0,800.0,180.0,42.82092379993957
307.0,22.0,121.35,201.0,13.0,965.0,845.0,56.0,35.19981811546738
261.0,97.1,163.0,181.1,6.72,845.0,759.5,180.0,14.073086494322455
156.0,160.5,121.35,179.0,4.6,923.0,788.9,14.0,63.713978494667195
313.0,42.22,136.0,192.94,7.48,938.0,776.35,100.0,34.24573821051747
531.3,187.0,112.3,126.6,11.7,975.6,896.0,120.0,74.51329677738033
281.0,163.0,194.0,187.6,10.8,925.0,800.89,28.0,63.718674224482356
252.0,178.1,190.0,179.94,9.88,986.0,748.5,100.0,26.81266340196477
152.6,95.0,117.54,183.2,11.25,801.1,756.7,28.0,30.502751433099636
194.68,42.22,111.2,137.8,3.1,1014.3,656.0,7.0,24.42178575460153
167.35,116.8,141.6,164.0,9.0,833.0,712.2,100.0,19.280706968784678
151.8,42.08,141.6,163.0,7.0,970.0,776.35,270.0,66.85160669656402
145.0,19.0,150.4,195.4,3.0,1030.0,720.0,7.0,58.93112880292236
266.2,250.0,78.4,170.21,10.91,1012.0,754.0,3.0,67.94684621127425
